Johannesburg-ZAF-IS,,13,2,"12,13",on,uvm-jnb01-01 ,uvm-jnb01-01.prod.ultradns.net,HP,ProLiant DL385p G8,CZJ32001G9,,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Johannesburg-ZAF-IS,,15,2,"14,15",on,uvm-jnb01-02 ,uvm-jnb01-02.prod.ultradns.net,HP,ProLiant DL385p G8,CZJ32001GB,,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Johannesburg-ZAF-IS,,4,2,"3,4",on,rtr-jnb01-01  ,rtr-jnb01-01.ultra.neustar.com,Juniper,J6350,JN1215BC4ADB,,Production,UltraDNS-Common,Ultra-Network,,,,
London-GBR-BIS-1,C10,,,,,sw4abld ,sw4abld.ultradns.net,Cisco,Catalyst 3750,FDO1229Z375,140629,Production,"Network - Shared, UltraDNS-Common","Network.NET.Network - Shared, Ultra-Network",,,,
London-GBR-BIS-1,C10,,,,,sw3abld ,sw3abld.ultradns.net,Cisco,Catalyst 3750,WS-C3750G-24T,140625,Production,"Network - Shared, UltraDNS-Common","Network.NET.Network - Shared, Ultra-Network",,,,
London-GBR-BIS-1,C10,,,,,rdns2abld ,rdns2abld.ultradns.net,HP,ProLiant DL165 ,2UX82403JJ,140700,,,,,,,
London-GBR-BIS-1,C10,,,,,udns2abld ,udns2abld.ultradns.net,HP,ProLiant DL165 ,2UX94103EG,142682,,,,,,,
London-GBR-BIS-1,C10,,,,,rdns3abld ,rdns3abld.ultradns.net,HP,ProLiant DL165 G5,2UX83201DV,140701,,,,,,,
London-GBR-BIS-1,C10,,,,,logc1abld ,logc1abld.ultradns.net,HP,ProLiant DL365,USE548N6LR,,,,,,,,
London-GBR-BIS-1,C10,,,,,tldsec1abld,tldsec1abld,HP,ProLiant DL385 GP,,,,,,,,,
London-GBR-BIS-1,C10,,,,,tldprv1abld ,tldprv1abld.ultradns.net,HP,ProLiant DL385 GP,2UX8260168,144896,,,,,,,
London-GBR-BIS-1,C10,,,,,admin1abld ,admin1abld.ultradns.net,HP,ProLiant DL385 GP,2UX85104S9,141296,,,,,,,
London-GBR-BIS-1,C10,,,,,rr1abld ,rr1abld.ultradns.net,Riorey,RX4000,,,,,,,,,
London-GBR-BIS-1,C10,,,,,con1abld,con1abld,Logical Solutions,SCS160,,,,,,,,,
London-GBR-BIS-1,C7,32,,,,mrv5abld ,mrv5abld.ultradns.net,HP,,00A09C-01091C,141268,Production,,,,,,A4
London-GBR-BIS-1,C10,,,,,,,NRT Optics,,,,,,,,,,
London-GBR-BIS-1,C10,,,,,,,US Robotics,,,,,,,,,,
London-GBR-BIS-1,C16,,,,,mrv1abld ,mrv1abld.ultradns.net,HP,,00A09C00B98C,140860,Production,,,,,,A4
London-GBR-BIS-1,C16,,,,,mrv2abld ,mrv2abld.ultradns.net,HP,,00A09C0094DF,140862,Production,,,,,,A4
London-GBR-BIS-1,C10,,,,,mrv4abld ,mrv4abld ,MRV,,,,,,,,,,
London-GBR-BIS-1,C10,,,,,cds1abld ,cds1abld.ultradns.net,HP,,,,Production,,,,,,A4
London-GBR-BIS-1,C10,,,,,cds2abld ,cds2abld.ultradns.net,HP,,,,Production,,,,,,A4
Los Angeles-CA-EQIX,,39,1,39,,sw-lax01-01,sw-lax01-01.ultra.neustar.com,HP,E3800,SG22DLX1RT,,Production,UltraDNS-Common,Ultra-Network,,,,
Los Angeles-CA-EQIX,,41,1,41,,rtr-lax01-01,rtr-lax01-01.ultra.neustar.com,Juniper,J6350,JN11F6CA4ADB,,Production,UltraDNS-Common,Ultra-Network,,,,
Los Angeles-CA-EQIX,,24,2,"23,24",,prv-lax01-01  ,prv-lax01-01.ultra.neustar.com,ARBOR,Pravail APS 2000,PR1-20131006C,,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Los Angeles-CA-EQIX,,36,2,"35,36",,resolver-lax01-01 ,resolver-lax01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE2162896,152808,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Los Angeles-CA-EQIX,,33,2,"32,33",,resolver-lax01-02 ,resolver-lax01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE216285C,152807,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Los Angeles-CA-EQIX,,30,2,"29,30",,uvm-lax01-01 ,uvm-lax01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628CJ,152805,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Los Angeles-CA-EQIX,,27,2,"26,27",,uvm-lax01-02 ,uvm-lax01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628BF,152806,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Los Angeles-CA-EQIX,,22,2,"21,22",,dnsa-lax01-01 ,dnsa-lax01-01.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JRC0,157866,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Los Angeles-CA-EQIX,,20,2,"19,20",,dnsa-lax01-02 ,dnsa-lax01-02.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JRBR,157865,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Madrid-ESP-TER,,43,1,43,,sw-mad01-01  ,sw-mad01-01.ultra.neustar.com,HP,E3800,SG26G0V462,153918,Production,UltraDNS-Common,Ultra-Network,,,,
Madrid-ESP-TER,,44,1,44,,rtr-mad01-01  ,rtr-mad01-01.ultra.neustar.com,Juniper,J6350,JN116F5A8ADB,153917,Production,UltraDNS-Common,Ultra-Network,,,,
Madrid-ESP-TER,,29,1,29,,prv-mad01-01,prv-mad01-01.ultra.neustar.com,ARBOR ,Pravail APS 2000,PR1-20131030C,,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Madrid-ESP-TER,,40,1,40,,resolver-mad01-01 ,resolver-mad01-01.prod.ultradns.net,HP,ProLiant DL385 G7,CZ3226N0P3,153913,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Madrid-ESP-TER,,37,1,37,,resolver-mad01-02 ,resolver-mad01-02.prod.ultradns.net,HP,ProLiant DL385 G7,CZ3226N0PJ,153914,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Madrid-ESP-TER,,34,1,34,,uvm-mad01-01 ,uvm-mad01-01.prod.ultradns.net,HP,ProLiant DL385 G7,CZ3226N0MJ,153915,Production,UltraDNS-Common,Ultra-Network,,,,
Madrid-ESP-TER,,31,1,31,,uvm-mad01-02 ,uvm-mad01-02.prod.ultradns.net,HP,ProLiant DL385 G7,CZ3226N0LR,153916,Production,UltraDNS-Common,Ultra-Network,,,,
Madrid-ESP-TER,,21,1,21,,dnsa-mad01-01 ,dnsa-mad01-01.prod.ultradns.net,HP,ProLiant DL385p G8,CZJ3430WG2,,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Madrid-ESP-TER,,19,1,19,,dnsa-mad01-02 ,dnsa-mad01-02.prod.ultradns.net,HP,ProLiant DL385p G8,CZJ3430WFN,,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
McLean-VA-EQIX-DC7,104,43,2,"42,43",,,,Cisco,2921,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,104,32,1,32,,,,F5,3600,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,104,45,2,"44,45",,,,Cisco,ASR 1002,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,104,30,1,30,,internal,internal,Dell,Power Edge R610,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,104,31,1,31,,external,external,Dell,Power Edge R610,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,104,22,2,"21,22",,abweb2,abweb2,Dell,Power Edge R710,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,104,24,2,"23,24",,abweb1,abweb1,Dell,Power Edge R710,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,104,26,2,"25,26",,abweb4,abweb4,Dell,Power Edge R720,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,104,28,2,"27,28",,abweb3,abweb3,Dell,Power Edge R720,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,104,36,4,"33,34,35,36",,,,F5,Viprion C2400,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,103,42,1,42,,,,Cisco,Catalyst 2960G,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,103,44,1,44,,,,Cisco,Catalyst 3750G,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,103,45,1,45,,,,Cisco,Catalyst 3750G,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,103,28,2,"27,28",,abwebutil,abwebutil,Dell,E02S,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,103,1,1,1,,abkvm1,abkvm1,Dell,,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,103,22,1,22,,,,TRIPP- LITE,,,,,Ferd,,,,,
McLean-VA-EQIX-DC7,103,36,1,36,,,,SourceFire,,,,,Ferd,,,,,
Miami-FL-TER,NAPMIA.2CQ167,39,1,39,,sw-mia01-01  ,sw-mia01-01.ultra.neustar.com,HP,E3800,SG22DLX1S0,152749,,,,,,,
Miami-FL-TER,NAPMIA.2CQ167,41,2,"40,41",,rtr-mia01-01  ,rtr-mia01-01.ultra.neustar.com,Juniper,J6350,JN11EAD4DADB,152750,,,,,,,
Miami-FL-TER,NAPMIA.2CQ167,21,2,"20,21",,prv-mia01-01,prv-mia01-01.ultra.neustar.com,ARBOR ,Pravail APS 2000,PR1-20131073C,,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Miami-FL-TER,NAPMIA.2CQ167,26,1,26,,ultra-dns,ultra-dns,HP,ProLiant DL360,,,,,,,,,
Miami-FL-TER,NAPMIA.2CQ167,24,2,"23,24",,miuldmnns01,miuldmnns01,HP,ProLiant DL385 G5,,,,,,,,,
Miami-FL-TER,NAPMIA.2CQ167,34,2,"33,34",,resolver-mia02,resolver-mia01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE2162892,152746,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Miami-FL-TER,NAPMIA.2CQ167,32,2,"31,32",,resolver-mia01,resolver-mia01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628AT,152745,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Miami-FL-TER,NAPMIA.2CQ167,30,2,"29,30",,uvm-mia02,uvm-mia01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628BL,152748,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Miami-FL-TER,NAPMIA.2CQ167,28,2,"27,28",,uvm-mia01,uvm-mia01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628C3,152747,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Miami-FL-TER,NAPMIA.2CQ167,18,2,"17,18",,dnsa-mia01-01 ,dnsa-mia01-01.prod.ultradns.net,HP,ProLiant DL385p G8,MXQ34100V6,157869,,,,,,,
Miami-FL-TER,NAPMIA.2CQ167,16,2,"15,16",,dnsa-mia01-02 ,dnsa-mia01-02.prod.ultradns.net,HP,ProLiant DL385p G8,MXQ34100V5,157868,,,,,,,
Miami-FL-TER,NAPMIA.2CQ167,38,1,38,,miulmnssg140a,miulmnssg140a.ultra.neustar.com,Juniper,SSG 140,185082008000631,140824,Production,Network Security Services,Network Security Services-Appliances,,,,
Minneapolis-MN-LVLT,,22,2,"21,22",,prv-msp01-01,prv-msp01-01.ultra.neustar.com,ARBOR ,Pravail APS 2000, PR1-20131065C,,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Minneapolis-MN-LVLT,,17,2,"16,17",,,,HP,,,,,,,,,,
Minneapolis-MN-LVLT,,19,2,"18,19",,,,HP,,,,,,,,,,
Minneapolis-MN-LVLT,,26,2,"25,26",,uvm-msp02,uvm-msp02,HP,ProLiant DL385 G7,USE21628C9,152818,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Minneapolis-MN-LVLT,,29,2,"28,29",,uvm-msp01-01 ,uvm-msp01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628CL,152817,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Minneapolis-MN-LVLT,,31,1,31,,resolver-msp01-02 ,resolver-msp01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628C7,152820,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Minneapolis-MN-LVLT,,32,1,32,,resolver-msp01-01 ,resolver-msp01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628B3,152819,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Minneapolis-MN-LVLT,,34,1,34,,sw-msp01-01,sw-msp01-01.ultra.neustar.com,HP,E3800,SG22DLX1S4,,Production,UltraDNS-Common,Ultra-Network,,,,
Minneapolis-MN-LVLT,,37,2,"36,37",,rtr-msp01-01,rtr-msp01-01.ultra.neustar.com,Juniper,J6350,JN11E29C8ADB,,Production,UltraDNS-Common,Ultra-Network,,,,
Mumbai-IND-TATA,2A - D13,28,1,28,,,,HP,E3800,,,,,,,,,
Mumbai-IND-TATA,2A - D13,42,2,"41,42",,,,Juniper,J6350,,,,,,,,,
Mumbai-IND-TATA,2A - D13,37,2,"36,37",,prv-bom01-01,prv-bom01-01.ultra.neustar.com,ARBOR ,Pravail APS 2000,PR1-20131001C,,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Mumbai-IND-TATA,2A - D13,25,2,"24,25",,,,HP,ProLiant DL385 G7,,,,,,,,,
Mumbai-IND-TATA,2A - D13,23,2,"22,23",,,,HP,ProLiant DL385 G7,,,,,,,,,
Mumbai-IND-TATA,2A - D13,21,2,"20,21",,,,HP,ProLiant DL385 G7,,,,,,,,,
Mumbai-IND-TATA,2A - D13,19,2,"18,19",,,,HP,ProLiant DL385 G7,,,,,,,,,
New York-NY-EQIX,102,41,1,41,on,,,Cisco,Catalyst 2960,F0C1010X0F0,,,,,,,,
New York-NY-EQIX,102,43,1,43,on,,,Cisco,Catalyst 3750 G,F0C1150Y5NJ,,,,,,,,
New York-NY-EQIX,102,44,1,44,on,,,Cisco,Catalyst 3750 G,FOC1204Z5LR,,,,,,,,
New York-NY-EQIX,102,11,1,11,on,,,SOURCEFIRE,,12091900400128-P,,,,,,,,
New York-NY-EQIX,101,42,1,42,on,nycmny-aa-rtr01,nycmny-aa-rtr01,Cisco,2921,FGL1730121P,157977,Production,NIS-AdAdvisor,NIS-AdAdvisor-Web,,,,
New York-NY-EQIX,101,44,1,44,on,,,Cisco,ASR 1002,,,,Ferd,,,,,
New York-NY-EQIX,101,36,1,36,on,,,F5,BIG IP 3600 series,F5- SUSN-UKBO,,,Ferd,,,,,
New York-NY-EQIX,101,11,1,11,,,,Dell,KVM-2162DS,72SN2PI,,,Ferd,,,,,
New York-NY-EQIX,101,33,1,33,on,,,Dell,Power Edge R610,FZBZKMI,,,Ferd,,,,,
New York-NY-EQIX,101,32,1,32,on,,,Dell,Power Edge R611,4JQXKNI,,,Ferd,,,,,
New York-NY-EQIX,101,25,1,25,on,,,Dell,Power Edge R611,50DJCPI,,,Ferd,,,,,
New York-NY-EQIX,101,22,1,22,on,,,Dell,Power Edge R611,50DPCPI,,,Ferd,,,,,
New York-NY-EQIX,101,29,1,29,on,NyWeb3,NyWeb3,Dell,Power Edge R611,F9WTGX1,,Production,NIS-AdAdvisor,NIS-AdAdvisor-Web,,,,
New York-NY-EQIX,101,27,1,27,on,NyWeb4,NyWeb4,Dell,Power Edge R611,F9WVGX1,,Production,NIS-AdAdvisor,NIS-AdAdvisor-Web,,,,
New York-NY-EQIX,101,23,1,23,on,,,TRIPP- LITE,Rackmount console,B021-000-19,,,Ferd,,,,,
New York-NY-EQIX,101,40,1,40,on,,,F5,Vipricon C2400,BLD410503S,,,Ferd,,,,,
New York-NY-LVLT,6C17.11,38,1,38,,sw-jfk01-01  ,sw-jfk01-01.ultra.neustar.com,HP,E3800,SG22DLX1RP,152798,Production,UltraDNS-Common,Ultra-Network,,,,
New York-NY-LVLT,6C17.11,39,1,39,,rtr-jfk01-01  ,rtr-jfk01-01.ultra.neustar.com,Juniper,J6350,JN114A32EADB,152797,Production,UltraDNS-Common,Ultra-Network,,,,
New York-NY-LVLT,6C17.11,23,1,23,,prb-jfk01-01,prv-jfk01-01.ultra.neustar.com,ARBOR ,Pravail APS 2000,PR1-20131061C,,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
New York-NY-LVLT,6C17.11,25,1,25,,uvm-jfk01-01 ,uvm-jfk01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628CY,152799,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
New York-NY-LVLT,6C17.11,28,1,28,,uvm-jfk01-02 ,uvm-jfk01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628BR,152800,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
New York-NY-LVLT,6C17.11,31,1,31,,resolver-jfk01-01 ,resolver-jfk01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628AY,152801,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
New York-NY-LVLT,6C17.11,34,1,34,,resolver-jfk01-02 ,resolver-jfk01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628AW,152802,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
New York-NY-LVLT,6C17.11,16,1,16,,dnsa-jfk01-02 ,dnsa-jfk01-02.prod.ultradns.net,HP,ProLiant DL385p G8,MXQ34100V0,157863,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
New York-NY-LVLT,6C17.11,19,1,19,,dnsa-jfk01-01 ,dnsa-jfk01-01.prod.ultradns.net,HP,ProLiant DL385p G8,MXQ34100TZ,157862,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
New York-NY-NY9,109,40,1,40,on,,,Cisco,2300,FDO1311SGK9,,Production,Ferd,,,,,
New York-NY-NY9,109,37,1,37,on,nycmny-edge-rtr01,nycmny-edge-rtr01,Cisco,2811,FTX1310A1PF,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM,,,,
New York-NY-NY9,109,39,1,39,on,nycmny-peer-rtr01,nycmny-peer-rtr01,Cisco,2821,FTX1309A36M,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM,,,,
New York-NY-NY9,109,36,1,36,on,nycmny-peer-sw01,nycmny-peer-sw01,Cisco,3750,FDO1252Y3YH,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM,,,,
New York-NY-NY9,109,35,1,35,on,nycmny-itp2,nycmny-itp2,Cisco,7200,36855434,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM,,,,
New York-NY-PAIX,401,,,,off,ddosapp2pxny ,ddosapp2pxny.ultradns.net,HP,ProLiant DL160 G5,2UX938061C,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
New York-NY-PAIX,401,,,,off,ddosapp1pxny ,ddosapp1pxny.ultradns.net,HP,ProLiant DL160 G5,2UX938061E,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
New York-NY-PAIX,401,,,,on,pcap1pxny ,pcap1pxny.ultradns.net,HP,ProLiant DL385 G5,2UX904015K,142011,Production,UltraDNS,UltraDNS,,,,
New York-NY-PAIX,401,,,,on,udns1pxny ,udns1pxny.ultradns.net,HP,ProLiant DL145 G3,MX771500CH,11325,Production,UltraDNS-Common,UltraDNS-Recursive,,,,
New York-NY-PAIX,401,,,,on,pcap2pxny ,pcap2pxny.ultradns.net,HP,ProLiant DL385 G5,2UX912030945,,Production,UltraDNS,UltraDNS,,,,
New York-NY-PAIX,401,,,,on,sfdb1pxny ,sfdb1pxny.ultradns.net,HP,ProLiant DL385 G2,2UX70904UB,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
New York-NY-PAIX,401,,,,off,webcrs2pxny ,webcrs2pxny.ultradns.net,HP,ProLiant DL180 G6,MXQ940039V,143132,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
New York-NY-PAIX,401,,,,on,cdb1pxny-old ,cdb1pxny-old.ultradns.net,HP,ProLiant DL385 G5,2UX72508F4,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
New York-NY-PAIX,401,,,,on,sbm1pxny ,sbm1pxny.ultradns.net,HP,ProLiant DL385 G5,2UX826016B,,Production,UltraDNS-Traffic Services,Ultra-SitebackerAgent,,,,
New York-NY-PAIX,401,,,,on,sba1pxny ,sba1pxny.ultradns.net,HP,ProLiant DL385 G5,2UX8260153,,Production,UltraDNS-Traffic Services,Ultra-SitebackerAgent,,,,
New York-NY-PAIX,401,,,,on,axfr1pxny ,axfr1pxny.ultradns.net,HP,ProLiant DL385 G5,2UX8420BZX,,Production,UltraDNS-AXFR,Ultra-Neuxfr,,,,
New York-NY-PAIX,401,,,,on,xfr2pxny ,xfr2pxny.ultradns.net,HP,ProLiant DL385 G5,2UX8420BZU,141073,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
New York-NY-PAIX,401,,,,on,mddisshgw1pxny ,mddisshgw1pxny.ultradns.net,HP,ProLiant DL385 G5,,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
New York-NY-PAIX,401,,,,on,singer2pxny ,singer2pxny ,,,,,,keith,,,,,
New York-NY-PAIX,401,,,,on,singer1pxny ,singer1pxny ,,,,,,keith,,
New York-NY-PAIX,401,,,,on,mowxm1pxny ,mowxm1pxny ,,,,,,keith,,
New York-NY-PAIX,401,,,,off,ui2pxny ,ui2pxny.ultradns.net,HP,ProLiant DL165 G5,2UX93005FM,,Production,UltraDNS,UltraDNS,
New York-NY-PAIX,301,,,,on,sbm1pxny ,sbm1pxny.ultradns.net,HP,ProLiant DL385 G5,2UX826016B,,Production,UltraDNS-Traffic Services,Ultra-SitebackerAgent,
New York-NY-PAIX,301,,,,on,admin1pxny ,admin1pxny.ultradns.net,HP,ProLiant DL385 G5,2UX85104S3,,Production,UltraDNS-Common,UltraDNS Infrastructure,
New York-NY-PAIX,301,,,,on,crs1pxny ,crs1pxny.ultradns.net,Cisco,,,,Production,UltraDNS-Common,Ultra-Network,
New York-NY-PAIX,301,,,,on,vpn1pxny ,vpn1pxny.ultradns.net,Dell,PowerEdge 1850,CF58181,,Production,UltraDNS,UltraDNS,
New York-NY-PAIX,301,,,,off,webcrs1pxny ,webcrs1pxny.ultradns.net,HP,ProLiant DL180 G6,MXQ940039U,143137,Production,UltraDNS-Common,UltraDNS Infrastructure,
New York-NY-PAIX,301,,,,on,cdb1pxny ,cdb1pxny.ultradns.net,HP,ProLiant DL385 G6,,144907,Production,UltraDNS-Common,UltraDNS Infrastructure,
New York-NY-PAIX,301,,,,on,mddipr1pxny ,mddipr1pxny.ultradns.net,HP,ProLiant DL180 G5,SGH817Y91X,13098,Production,UltraDNS-Common,UltraDNS Infrastructure,
New York-NY-PAIX,301,,,,on,tldsec2pxny ,tldsec2pxny.ultradns.net,HP,ProLiant DL385 G6,USE952N654,143421,Production,UltraDNS-EDNS,UltraDNS TLD,
New York-NY-PAIX,301,,,,on,api1pxny ,api1pxny.ultradns.net,HP,ProLiant DL165 G5,2UX8330377,140986,Production,UltraDNS,UltraDNS,
New York-NY-PAIX,301,,,,on,rdns3pxny ,rdns3pxny.ultradns.net,HP,ProLiant DL165 G5,2UX838011V,,Production,UltraDNS-EDNS,UltraDNS TLD,
New York-NY-PAIX,301,,,,on,sndu1pxny ,sndu1pxny.ultradns.net,HP,ProLiant DL160 G5,2UX8260283,,Production,UltraDNS-Common,UltraDNS Infrastructure,
New York-NY-PAIX,301,,,,on,tldsec1pxny ,tldsec1pxny.ultradns.net,HP,ProLiant DL385p G5,USE951NDS2,145425,Production,UltraDNS-EDNS,UltraDNS TLD,
New York-NY-PAIX,301,,,,on,leafdb4pxny ,leafdb4pxny.ultradns.net,HP,ProLiant DL385,USE025NBB9,144617,Production,UltraDNS-Common,Leaf Database Server,
New York-NY-PAIX,301,,,,off,ui4pxny ,ui4pxny ,,,,,,keith,
New York-NY-PAIX,301,,,,on,ui3pxny ,ui3pxny ,,,,,,keith,
New York-NY-PAIX,301,,,,on,logic1pxny ,logic1pxny ,,,,,,keith,
New York-NY-PAIX,301,,,,on,sans1pxny ,sans1pxny ,,,,,,keith,
New York-NY-PAIX,301,,,,on,sans2pxny ,sans2pxny ,,,,,,keith,
New York-NY-PAIX,301,,,,on,cx1bpxny ,cx1bpxny ,,,,,,keith,
New York-NY-PAIX,301,,,,on,nsr1e1.f ,nsr1e1.f ,,,,,,keith,
New York-NY-PAIX,301,,,,on,nsr1e2.f ,nsr1e2.f ,,,,,,keith,
New York-NY-PAIX,106,,,,on,tms1pxny ,tms1pxny.ultradns.net,ARBOR,TMS 3050,CZA-46024,,Production,Site Protect,Assets.HOST.Site Protect
New York-NY-PAIX,106,,,,on,rr1pxny ,rr1pxny.ultradns.net,RIOREY,RX4410U,RRPXU410CE102138,,Production,Site Protect,Assets.HOST.Site Protect
New York-NY-PAIX,106,,,,off,cds2pxny ,cds2pxny ,,,,,,keith,
New York-NY-PAIX,106,,,,off,cds1pxny ,cds1pxny ,,,,,,keith,
New York-NY-PAIX,106,,,,off,ssba1eqsj ,ssba1eqsj ,,,,,,keith,
New York-NY-PAIX,101,,,,off,ui4pxny ,ui4pxny ,,,,,,keith,
New York-NY-PAIX,101,,,,off,ui3pxny ,ui3pxny ,,,,,,keith,
New York-NY-PAIX,101,,,,on,logic1pxny ,logic1pxny ,,,,,,keith,
New York-NY-PAIX,101,,,,on,sans1pxny ,sans1pxny ,,,,,,keith,
New York-NY-PAIX,101,,,,on,sans2pxny ,sans2pxny ,,,,,,keith,
New York-NY-PAIX,101,,,,on,cx1bpxny ,cx1bpxny ,,,,,,keith,
New York-NY-PAIX,101,,,,on,nsr1e1.f ,nsr1e1.f ,,,,,,keith,
New York-NY-PAIX,101,,,,on,nsr1e2.f ,nsr1e2.f ,,,,,,keith,
Palo Alto-CA-EQIX-SV8,,,,,,plalca-peer-rtr01,plalca-peer-rtr01,Cisco,2821,FTX1310A0CW,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM
Palo Alto-CA-EQIX-SV8,,,,,,plalca-peer-sw01,plalca-peer-sw01,Cisco,3750,FDO1252Y3YE,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM
Palo Alto-CA-EQIX-SV8,,,,,,plalca-edge-rtr01,plalca-edge-rtr01,Cisco,2811,FTX1310A1PA,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM
Palo Alto-CA-EQIX-SV8,,,,,,plalca-itp2,plalca-itp2,Cisco,7206,36855385,,Production,NIS-CNAM,SS7-PEER.NIS-CNAM
Palo Alto-CA-PXPA,82020:1802,,,,on,,,Juniper,M120,,,,,
Palo Alto-CA-PXPA,82020:1802,,,,on,sba1pxpa ,sba1pxpa.ultradns.net,HP,ProLiant DL385 G5,2UX8260152,,Production,UltraDNS-Traffic Services,Ultra-SitebackerAgent
Palo Alto-CA-PXPA,82020:1802,,,,on,sw3pxpa ,sw3pxpa.ultradns.net,Cisco,WS-C3750G-24T,CAT1024Z2RK,,Production,"Network - Shared, UltraDNS-Common","Network.NET.Network - Shared, Ultra-Network"
Palo Alto-CA-PXPA,82020:1802,,,,on,sbm1pxpa,sbm1pxpa,,,,,,,
Palo Alto-CA-PXPA,82020:1802,,,,on,mrv3pxpa,mrv3pxpa,,,,,,,
